"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Alaska"	"02"	"2009"	"2009"	22	698895	3.1
	"Alaska"	"02"	"2010"	"2010"	11	710231	Unreliable
	"Alaska"	"02"	"2011"	"2011"	Suppressed	722718	Suppressed
	"Alaska"	"02"	"2012"	"2012"	Suppressed	731449	Suppressed
	"Alaska"	"02"	"2013"	"2013"	12	735132	Unreliable
	"Alaska"	"02"	"2014"	"2014"	14	736732	Unreliable
	"Alaska"	"02"	"2015"	"2015"	15	738432	Unreliable
	"Alaska"	"02"	"2016"	"2016"	10	741894	Unreliable
	"Alaska"	"02"	"2017"	"2017"	38	739795	5.1
	"Alaska"	"02"	"2018"	"2018"	21	737438	2.8
	"Alaska"	"02"	"2019"	"2019"	30	731545	4.1
	"Arizona"	"04"	"1999"	"1999"	23	5023823	0.5
	"Arizona"	"04"	"2000"	"2000"	17	5130632	Unreliable
	"Arizona"	"04"	"2001"	"2001"	20	5273477	0.4
	"Arizona"	"04"	"2002"	"2002"	24	5396255	0.4
	"Arizona"	"04"	"2003"	"2003"	24	5510364	0.4
	"Arizona"	"04"	"2004"	"2004"	29	5652404	0.5
	"Arizona"	"04"	"2005"	"2005"	35	5839077	0.6
	"Arizona"	"04"	"2006"	"2006"	56	6029141	0.9
	"Arizona"	"04"	"2007"	"2007"	39	6167681	0.6
	"Arizona"	"04"	"2008"	"2008"	49	6280362	0.8
	"Arizona"	"04"	"2009"	"2009"	56	6343154	0.9
	"Arizona"	"04"	"2010"	"2010"	72	6392017	1.1
	"Arizona"	"04"	"2011"	"2011"	43	6482505	0.7
	"Arizona"	"04"	"2012"	"2012"	38	6553255	0.6
	"Arizona"	"04"	"2013"	"2013"	52	6626624	0.8
	"Arizona"	"04"	"2014"	"2014"	59	6731484	0.9
	"Arizona"	"04"	"2015"	"2015"	75	6828065	1.1
	"Arizona"	"04"	"2016"	"2016"	127	6931071	1.8
	"Arizona"	"04"	"2017"	"2017"	271	7016270	3.9
	"Arizona"	"04"	"2018"	"2018"	533	7171646	7.4
	"Arizona"	"04"	"2019"	"2019"	806	7278717	11.1
	"Arkansas"	"05"	"1999"	"1999"	Suppressed	2651860	Suppressed
	"Arkansas"	"05"	"2000"	"2000"	Suppressed	2673400	Suppressed
	"Arkansas"	"05"	"2001"	"2001"	Suppressed	2691571	Suppressed
	"Arkansas"	"05"	"2002"	"2002"	26	2705927	1.0
	"Arkansas"	"05"	"2003"	"2003"	27	2724816	1.0
	"Arkansas"	"05"	"2004"	"2004"	30	2749686	1.1
	"Arkansas"	"05"	"2005"	"2005"	27	2781097	1.0
	"Arkansas"	"05"	"2006"	"2006"	33	2821761	1.2
	"Arkansas"	"05"	"2007"	"2007"	27	2848650	0.9
	"Arkansas"	"05"	"2008"	"2008"	45	2874554	1.6
	"Arkansas"	"05"	"2009"	"2009"	65	2896843	2.2
	"Arkansas"	"05"	"2010"	"2010"	59	2915918	2.0
	"Arkansas"	"05"	"2011"	"2011"	30	2937979	1.0
	"Arkansas"	"05"	"2012"	"2012"	22	2949131	0.7
	"Arkansas"	"05"	"2013"	"2013"	33	2959373	1.1
	"Arkansas"	"05"	"2014"	"2014"	33	2966369	1.1
	"Arkansas"	"05"	"2015"	"2015"	46	2978204	1.5
	"Arkansas"	"05"	"2016"	"2016"	40	2988248	1.3
	"Arkansas"	"05"	"2017"	"2017"	72	3004279	2.4
	"Arkansas"	"05"	"2018"	"2018"	96	3013825	3.2
	"Arkansas"	"05"	"2019"	"2019"	117	3017804	3.9
	"California"	"06"	"1999"	"1999"	93	33499204	0.3
	"California"	"06"	"2000"	"2000"	73	33871648	0.2
	"California"	"06"	"2001"	"2001"	31	34479458	0.1
	"California"	"06"	"2002"	"2002"	128	34871843	0.4
	"California"	"06"	"2003"	"2003"	127	35253159	0.4
	"California"	"06"	"2004"	"2004"	147	35574576	0.4
	"California"	"06"	"2005"	"2005"	131	35827943	0.4
	"California"	"06"	"2006"	"2006"	170	36021202	0.5
	"California"	"06"	"2007"	"2007"	150	36250311	0.4
	"California"	"06"	"2008"	"2008"	165	36604337	0.5
	"California"	"06"	"2009"	"2009"	213	36961229	0.6
	"California"	"06"	"2010"	"2010"	214	37253956	0.6
	"California"	"06"	"2011"	"2011"	177	37691912	0.5
	"California"	"06"	"2012"	"2012"	157	38041430	0.4
	"California"	"06"	"2013"	"2013"	186	38332521	0.5
	"California"	"06"	"2014"	"2014"	204	38802500	0.5
	"California"	"06"	"2015"	"2015"	238	39144818	0.6
	"California"	"06"	"2016"	"2016"	371	39250017	0.9
	"California"	"06"	"2017"	"2017"	554	39536653	1.4
	"California"	"06"	"2018"	"2018"	890	39557045	2.2
	"California"	"06"	"2019"	"2019"	1704	39512223	4.3
	"Colorado"	"08"	"1999"	"1999"	24	4226018	0.6
	"Colorado"	"08"	"2000"	"2000"	25	4301261	0.6
	"Colorado"	"08"	"2001"	"2001"	20	4425687	0.5
	"Colorado"	"08"	"2002"	"2002"	32	4490406	0.7
	"Colorado"	"08"	"2003"	"2003"	23	4528732	0.5
	"Colorado"	"08"	"2004"	"2004"	23	4575013	0.5
	"Colorado"	"08"	"2005"	"2005"	36	4631888	0.8
	"Colorado"	"08"	"2006"	"2006"	28	4720423	0.6
	"Colorado"	"08"	"2007"	"2007"	45	4803868	0.9
	"Colorado"	"08"	"2008"	"2008"	40	4889730	0.8
	"Colorado"	"08"	"2009"	"2009"	70	4972195	1.4
	"Colorado"	"08"	"2010"	"2010"	59	5029196	1.2
	"Colorado"	"08"	"2011"	"2011"	80	5116796	1.6
	"Colorado"	"08"	"2012"	"2012"	53	5187582	1.0
	"Colorado"	"08"	"2013"	"2013"	70	5268367	1.3
	"Colorado"	"08"	"2014"	"2014"	85	5355866	1.6
	"Colorado"	"08"	"2015"	"2015"	65	5456574	1.2
	"Colorado"	"08"	"2016"	"2016"	75	5540545	1.4
	"Colorado"	"08"	"2017"	"2017"	117	5607154	2.1
	"Colorado"	"08"	"2018"	"2018"	140	5695564	2.5
	"Colorado"	"08"	"2019"	"2019"	261	5758736	4.5
	"Connecticut"	"09"	"1999"	"1999"	Suppressed	3386401	Suppressed
	"Connecticut"	"09"	"2000"	"2000"	Suppressed	3405565	Suppressed
	"Connecticut"	"09"	"2001"	"2001"	Suppressed	3432835	Suppressed
	"Connecticut"	"09"	"2002"	"2002"	Suppressed	3458749	Suppressed
	"Connecticut"	"09"	"2003"	"2003"	Suppressed	3484336	Suppressed
	"Connecticut"	"09"	"2004"	"2004"	10	3496094	Unreliable
	"Connecticut"	"09"	"2005"	"2005"	11	3506956	Unreliable
	"Connecticut"	"09"	"2006"	"2006"	13	3517460	Unreliable
	"Connecticut"	"09"	"2007"	"2007"	22	3527270	0.6
	"Connecticut"	"09"	"2008"	"2008"	16	3545579	Unreliable
	"Connecticut"	"09"	"2009"	"2009"	21	3561807	0.6
	"Connecticut"	"09"	"2010"	"2010"	22	3574097	0.6
	"Connecticut"	"09"	"2011"	"2011"	16	3580709	Unreliable
	"Connecticut"	"09"	"2012"	"2012"	15	3590347	Unreliable
	"Connecticut"	"09"	"2013"	"2013"	53	3596080	1.5
	"Connecticut"	"09"	"2014"	"2014"	94	3596677	2.6
	"Connecticut"	"09"	"2015"	"2015"	211	3590886	5.9
	"Connecticut"	"09"	"2016"	"2016"	503	3576452	14.1
	"Connecticut"	"09"	"2017"	"2017"	690	3588184	19.2
	"Connecticut"	"09"	"2018"	"2018"	773	3572665	21.6
	"Connecticut"	"09"	"2019"	"2019"	960	3565287	26.9
	"Delaware"	"10"	"1999"	"1999"	Suppressed	774990	Suppressed
	"Delaware"	"10"	"2000"	"2000"	Suppressed	783600	Suppressed
	"Delaware"	"10"	"2001"	"2001"	Suppressed	795699	Suppressed
	"Delaware"	"10"	"2002"	"2002"	Suppressed	806169	Suppressed
	"Delaware"	"10"	"2003"	"2003"	Suppressed	818003	Suppressed
	"Delaware"	"10"	"2004"	"2004"	Suppressed	830803	Suppressed
	"Delaware"	"10"	"2005"	"2005"	Suppressed	845150	Suppressed
	"Delaware"	"10"	"2006"	"2006"	14	859268	Unreliable
	"Delaware"	"10"	"2007"	"2007"	Suppressed	871749	Suppressed
	"Delaware"	"10"	"2008"	"2008"	Suppressed	883874	Suppressed
	"Delaware"	"10"	"2009"	"2009"	21	891730	2.4
	"Delaware"	"10"	"2010"	"2010"	17	897934	Unreliable
	"Delaware"	"10"	"2011"	"2011"	14	907135	Unreliable
	"Delaware"	"10"	"2012"	"2012"	18	917092	Unreliable
	"Delaware"	"10"	"2013"	"2013"	23	925749	2.5
	"Delaware"	"10"	"2014"	"2014"	29	935614	3.1
	"Delaware"	"10"	"2015"	"2015"	40	945934	4.2
	"Delaware"	"10"	"2016"	"2016"	80	952065	8.4
	"Delaware"	"10"	"2017"	"2017"	181	961939	18.8
	"Delaware"	"10"	"2018"	"2018"	297	967171	30.7
	"Delaware"	"10"	"2019"	"2019"	343	973764	35.2
	"District of Columbia"	"11"	"1999"	"1999"	Suppressed	570213	Suppressed
	"District of Columbia"	"11"	"2000"	"2000"	Suppressed	572059	Suppressed
	"District of Columbia"	"11"	"2001"	"2001"	Suppressed	574504	Suppressed
	"District of Columbia"	"11"	"2002"	"2002"	Suppressed	573158	Suppressed
	"District of Columbia"	"11"	"2003"	"2003"	Suppressed	568502	Suppressed
	"District of Columbia"	"11"	"2004"	"2004"	Suppressed	567754	Suppressed
	"District of Columbia"	"11"	"2005"	"2005"	Suppressed	567136	Suppressed
	"District of Columbia"	"11"	"2006"	"2006"	Suppressed	570681	Suppressed
	"District of Columbia"	"11"	"2007"	"2007"	Suppressed	574404	Suppressed
	"District of Columbia"	"11"	"2008"	"2008"	Suppressed	580236	Suppressed
	"District of Columbia"	"11"	"2009"	"2009"	Suppressed	592228	Suppressed
	"District of Columbia"	"11"	"2010"	"2010"	Suppressed	601723	Suppressed
	"District of Columbia"	"11"	"2011"	"2011"	Suppressed	617996	Suppressed
	"District of Columbia"	"11"	"2012"	"2012"	Suppressed	632323	Suppressed
	"District of Columbia"	"11"	"2013"	"2013"	Suppressed	646449	Suppressed
	"District of Columbia"	"11"	"2014"	"2014"	13	658893	Unreliable
	"District of Columbia"	"11"	"2015"	"2015"	27	672228	4.0
	"District of Columbia"	"11"	"2016"	"2016"	130	681170	19.1
	"District of Columbia"	"11"	"2017"	"2017"	184	693972	26.5
	"District of Columbia"	"11"	"2018"	"2018"	162	702455	23.1
	"District of Columbia"	"11"	"2019"	"2019"	220	705749	31.2
	"Florida"	"12"	"1999"	"1999"	59	15759421	0.4
	"Florida"	"12"	"2000"	"2000"	85	15982378	0.5
	"Florida"	"12"	"2001"	"2001"	124	16356966	0.8
	"Florida"	"12"	"2002"	"2002"	143	16689370	0.9
	"Florida"	"12"	"2003"	"2003"	180	17004085	1.1
	"Florida"	"12"	"2004"	"2004"	165	17415318	0.9
	"Florida"	"12"	"2005"	"2005"	150	17842038	0.8
	"Florida"	"12"	"2006"	"2006"	145	18166990	0.8
	"Florida"	"12"	"2007"	"2007"	139	18367842	0.8
	"Florida"	"12"	"2008"	"2008"	134	18527305	0.7
	"Florida"	"12"	"2009"	"2009"	176	18652644	0.9
	"Florida"	"12"	"2010"	"2010"	155	18801310	0.8
	"Florida"	"12"	"2011"	"2011"	145	19057542	0.8
	"Florida"	"12"	"2012"	"2012"	176	19317568	0.9
	"Florida"	"12"	"2013"	"2013"	203	19552860	1.0
	"Florida"	"12"	"2014"	"2014"	353	19893297	1.8
	"Florida"	"12"	"2015"	"2015"	621	20271272	3.1
	"Florida"	"12"	"2016"	"2016"	1585	20612439	7.7
	"Florida"	"12"	"2017"	"2017"	2146	20984400	10.2
	"Florida"	"12"	"2018"	"2018"	2121	21299325	10.0
	"Florida"	"12"	"2019"	"2019"	2858	21477737	13.3
	"Georgia"	"13"	"1999"	"1999"	11	8045965	Unreliable
	"Georgia"	"13"	"2000"	"2000"	14	8186453	Unreliable
	"Georgia"	"13"	"2001"	"2001"	34	8377038	0.4
	"Georgia"	"13"	"2002"	"2002"	36	8508256	0.4
	"Georgia"	"13"	"2003"	"2003"	36	8622793	0.4
	"Georgia"	"13"	"2004"	"2004"	35	8769252	0.4
	"Georgia"	"13"	"2005"	"2005"	47	8925922	0.5
	"Georgia"	"13"	"2006"	"2006"	57	9155813	0.6
	"Georgia"	"13"	"2007"	"2007"	68	9349988	0.7
	"Georgia"	"13"	"2008"	"2008"	60	9504843	0.6
	"Georgia"	"13"	"2009"	"2009"	84	9620846	0.9
	"Georgia"	"13"	"2010"	"2010"	105	9687653	1.1
	"Georgia"	"13"	"2011"	"2011"	88	9815210	0.9
	"Georgia"	"13"	"2012"	"2012"	65	9919945	0.7
	"Georgia"	"13"	"2013"	"2013"	82	9992167	0.8
	"Georgia"	"13"	"2014"	"2014"	176	10097343	1.7
	"Georgia"	"13"	"2015"	"2015"	289	10214860	2.8
	"Georgia"	"13"	"2016"	"2016"	285	10310371	2.8
	"Georgia"	"13"	"2017"	"2017"	429	10429379	4.1
	"Georgia"	"13"	"2018"	"2018"	360	10519475	3.4
	"Georgia"	"13"	"2019"	"2019"	426	10617423	4.0
	"Hawaii"	"15"	"1999"	"1999"	Suppressed	1210300	Suppressed
	"Hawaii"	"15"	"2000"	"2000"	Suppressed	1211537	Suppressed
	"Hawaii"	"15"	"2001"	"2001"	Suppressed	1225948	Suppressed
	"Hawaii"	"15"	"2002"	"2002"	Suppressed	1239613	Suppressed
	"Hawaii"	"15"	"2003"	"2003"	Suppressed	1251154	Suppressed
	"Hawaii"	"15"	"2004"	"2004"	Suppressed	1273569	Suppressed
	"Hawaii"	"15"	"2005"	"2005"	Suppressed	1292729	Suppressed
	"Hawaii"	"15"	"2006"	"2006"	Suppressed	1309731	Suppressed
	"Hawaii"	"15"	"2007"	"2007"	Suppressed	1315675	Suppressed
	"Hawaii"	"15"	"2008"	"2008"	Suppressed	1332213	Suppressed
	"Hawaii"	"15"	"2009"	"2009"	Suppressed	1346717	Suppressed
	"Hawaii"	"15"	"2010"	"2010"	Suppressed	1360301	Suppressed
	"Hawaii"	"15"	"2011"	"2011"	Suppressed	1374810	Suppressed
	"Hawaii"	"15"	"2012"	"2012"	Suppressed	1392313	Suppressed
	"Hawaii"	"15"	"2013"	"2013"	Suppressed	1404054	Suppressed
	"Hawaii"	"15"	"2014"	"2014"	Suppressed	1419561	Suppressed
	"Hawaii"	"15"	"2015"	"2015"	13	1431603	Unreliable
	"Hawaii"	"15"	"2016"	"2016"	11	1428557	Unreliable
	"Hawaii"	"15"	"2017"	"2017"	Suppressed	1427538	Suppressed
	"Hawaii"	"15"	"2018"	"2018"	14	1420491	Unreliable
	"Hawaii"	"15"	"2019"	"2019"	20	1415872	1.4
	"Idaho"	"16"	"1999"	"1999"	Suppressed	1275674	Suppressed
	"Idaho"	"16"	"2000"	"2000"	Suppressed	1293953	Suppressed
	"Idaho"	"16"	"2001"	"2001"	Suppressed	1319962	Suppressed
	"Idaho"	"16"	"2002"	"2002"	Suppressed	1340372	Suppressed
	"Idaho"	"16"	"2003"	"2003"	Suppressed	1363380	Suppressed
	"Idaho"	"16"	"2004"	"2004"	Suppressed	1391802	Suppressed
	"Idaho"	"16"	"2005"	"2005"	Suppressed	1428241	Suppressed
	"Idaho"	"16"	"2006"	"2006"	Suppressed	1468669	Suppressed
	"Idaho"	"16"	"2007"	"2007"	10	1505105	Unreliable
	"Idaho"	"16"	"2008"	"2008"	Suppressed	1534320	Suppressed
	"Idaho"	"16"	"2009"	"2009"	11	1554439	Unreliable
	"Idaho"	"16"	"2010"	"2010"	14	1567582	Unreliable
	"Idaho"	"16"	"2011"	"2011"	Suppressed	1584985	Suppressed
	"Idaho"	"16"	"2012"	"2012"	11	1595728	Unreliable
	"Idaho"	"16"	"2013"	"2013"	15	1612136	Unreliable
	"Idaho"	"16"	"2014"	"2014"	13	1634464	Unreliable
	"Idaho"	"16"	"2015"	"2015"	16	1654930	Unreliable
	"Idaho"	"16"	"2016"	"2016"	21	1683140	1.2
	"Idaho"	"16"	"2017"	"2017"	24	1716943	1.4
	"Idaho"	"16"	"2018"	"2018"	28	1754208	1.6
	"Idaho"	"16"	"2019"	"2019"	33	1787065	1.8
	"Illinois"	"17"	"1999"	"1999"	27	12359020	0.2
	"Illinois"	"17"	"2000"	"2000"	26	12419293	0.2
	"Illinois"	"17"	"2001"	"2001"	35	12488445	0.3
	"Illinois"	"17"	"2002"	"2002"	45	12525556	0.4
	"Illinois"	"17"	"2003"	"2003"	36	12556006	0.3
	"Illinois"	"17"	"2004"	"2004"	41	12589773	0.3
	"Illinois"	"17"	"2005"	"2005"	62	12609903	0.5
	"Illinois"	"17"	"2006"	"2006"	390	12643955	3.1
	"Illinois"	"17"	"2007"	"2007"	104	12695866	0.8
	"Illinois"	"17"	"2008"	"2008"	86	12747038	0.7
	"Illinois"	"17"	"2009"	"2009"	116	12796778	0.9
	"Illinois"	"17"	"2010"	"2010"	120	12830632	0.9
	"Illinois"	"17"	"2011"	"2011"	88	12869257	0.7
	"Illinois"	"17"	"2012"	"2012"	87	12875255	0.7
	"Illinois"	"17"	"2013"	"2013"	93	12882135	0.7
	"Illinois"	"17"	"2014"	"2014"	132	12880580	1.0
	"Illinois"	"17"	"2015"	"2015"	296	12859995	2.3
	"Illinois"	"17"	"2016"	"2016"	932	12801539	7.3
	"Illinois"	"17"	"2017"	"2017"	1272	12802023	9.9
	"Illinois"	"17"	"2018"	"2018"	1592	12741080	12.5
	"Illinois"	"17"	"2019"	"2019"	1741	12671821	13.7
	"Indiana"	"18"	"1999"	"1999"	Suppressed	6044969	Suppressed
	"Indiana"	"18"	"2000"	"2000"	13	6080485	Unreliable
	"Indiana"	"18"	"2001"	"2001"	13	6127760	Unreliable
	"Indiana"	"18"	"2002"	"2002"	14	6155967	Unreliable
	"Indiana"	"18"	"2003"	"2003"	26	6196638	0.4
	"Indiana"	"18"	"2004"	"2004"	26	6233007	0.4
	"Indiana"	"18"	"2005"	"2005"	27	6278616	0.4
	"Indiana"	"18"	"2006"	"2006"	52	6332669	0.8
	"Indiana"	"18"	"2007"	"2007"	52	6379599	0.8
	"Indiana"	"18"	"2008"	"2008"	55	6424806	0.9
	"Indiana"	"18"	"2009"	"2009"	68	6459325	1.1
	"Indiana"	"18"	"2010"	"2010"	50	6483802	0.8
	"Indiana"	"18"	"2011"	"2011"	42	6516922	0.6
	"Indiana"	"18"	"2012"	"2012"	45	6537334	0.7
	"Indiana"	"18"	"2013"	"2013"	37	6570902	0.6
	"Indiana"	"18"	"2014"	"2014"	91	6596855	1.4
	"Indiana"	"18"	"2015"	"2015"	125	6619680	1.9
	"Indiana"	"18"	"2016"	"2016"	317	6633053	4.8
	"Indiana"	"18"	"2017"	"2017"	667	6666818	10.0
	"Indiana"	"18"	"2018"	"2018"	728	6691878	10.9
	"Indiana"	"18"	"2019"	"2019"	926	6732219	13.8
	"Iowa"	"19"	"1999"	"1999"	Suppressed	2917634	Suppressed
	"Iowa"	"19"	"2000"	"2000"	Suppressed	2926324	Suppressed
	"Iowa"	"19"	"2001"	"2001"	Suppressed	2931997	Suppressed
	"Iowa"	"19"	"2002"	"2002"	11	2934234	Unreliable
	"Iowa"	"19"	"2003"	"2003"	13	2941999	Unreliable
	"Iowa"	"19"	"2004"	"2004"	14	2953635	Unreliable
	"Iowa"	"19"	"2005"	"2005"	Suppressed	2964454	Suppressed
	"Iowa"	"19"	"2006"	"2006"	17	2982644	Unreliable
	"Iowa"	"19"	"2007"	"2007"	20	2999212	0.7
	"Iowa"	"19"	"2008"	"2008"	26	3016734	0.9
	"Iowa"	"19"	"2009"	"2009"	36	3032870	1.2
	"Iowa"	"19"	"2010"	"2010"	46	3046355	1.5
	"Iowa"	"19"	"2011"	"2011"	32	3062309	1.0
	"Iowa"	"19"	"2012"	"2012"	38	3074186	1.2
	"Iowa"	"19"	"2013"	"2013"	36	3090416	1.2
	"Iowa"	"19"	"2014"	"2014"	32	3107126	1.0
	"Iowa"	"19"	"2015"	"2015"	49	3123899	1.6
	"Iowa"	"19"	"2016"	"2016"	62	3134693	2.0
	"Iowa"	"19"	"2017"	"2017"	95	3145711	3.0
	"Iowa"	"19"	"2018"	"2018"	83	3156145	2.6
	"Iowa"	"19"	"2019"	"2019"	104	3155070	3.3
	"Kansas"	"20"	"1999"	"1999"	Suppressed	2678338	Suppressed
	"Kansas"	"20"	"2000"	"2000"	Suppressed	2688418	Suppressed
	"Kansas"	"20"	"2001"	"2001"	11	2702162	Unreliable
	"Kansas"	"20"	"2002"	"2002"	18	2713535	Unreliable
	"Kansas"	"20"	"2003"	"2003"	Suppressed	2723004	Suppressed
	"Kansas"	"20"	"2004"	"2004"	23	2734373	0.8
	"Kansas"	"20"	"2005"	"2005"	18	2745299	Unreliable
	"Kansas"	"20"	"2006"	"2006"	21	2762931	0.8
	"Kansas"	"20"	"2007"	"2007"	19	2783785	Unreliable
	"Kansas"	"20"	"2008"	"2008"	19	2808076	Unreliable
	"Kansas"	"20"	"2009"	"2009"	37	2832704	1.3
	"Kansas"	"20"	"2010"	"2010"	19	2853118	Unreliable
	"Kansas"	"20"	"2011"	"2011"	25	2871238	0.9
	"Kansas"	"20"	"2012"	"2012"	45	2885905	1.6
	"Kansas"	"20"	"2013"	"2013"	40	2893957	1.4
	"Kansas"	"20"	"2014"	"2014"	44	2904021	1.5
	"Kansas"	"20"	"2015"	"2015"	39	2911641	1.3
	"Kansas"	"20"	"2016"	"2016"	31	2907289	1.1
	"Kansas"	"20"	"2017"	"2017"	34	2913123	1.2
	"Kansas"	"20"	"2018"	"2018"	52	2911505	1.8
	"Kansas"	"20"	"2019"	"2019"	75	2913314	2.6
	"Kentucky"	"21"	"1999"	"1999"	11	4018053	Unreliable
	"Kentucky"	"21"	"2000"	"2000"	Suppressed	4041769	Suppressed
	"Kentucky"	"21"	"2001"	"2001"	20	4068132	0.5
	"Kentucky"	"21"	"2002"	"2002"	33	4089875	0.8
	"Kentucky"	"21"	"2003"	"2003"	27	4117170	0.7
	"Kentucky"	"21"	"2004"	"2004"	33	4146101	0.8
	"Kentucky"	"21"	"2005"	"2005"	31	4182742	0.7
	"Kentucky"	"21"	"2006"	"2006"	52	4219239	1.2
	"Kentucky"	"21"	"2007"	"2007"	39	4256672	0.9
	"Kentucky"	"21"	"2008"	"2008"	45	4289878	1.0
	"Kentucky"	"21"	"2009"	"2009"	67	4317074	1.6
	"Kentucky"	"21"	"2010"	"2010"	53	4339367	1.2
	"Kentucky"	"21"	"2011"	"2011"	81	4369356	1.9
	"Kentucky"	"21"	"2012"	"2012"	73	4380415	1.7
	"Kentucky"	"21"	"2013"	"2013"	79	4395295	1.8
	"Kentucky"	"21"	"2014"	"2014"	187	4413457	4.2
	"Kentucky"	"21"	"2015"	"2015"	332	4425092	7.5
	"Kentucky"	"21"	"2016"	"2016"	471	4436974	10.6
	"Kentucky"	"21"	"2017"	"2017"	799	4454189	17.9
	"Kentucky"	"21"	"2018"	"2018"	753	4468402	16.9
	"Kentucky"	"21"	"2019"	"2019"	837	4467673	18.7
	"Louisiana"	"22"	"1999"	"1999"	Suppressed	4460811	Suppressed
	"Louisiana"	"22"	"2000"	"2000"	Suppressed	4468976	Suppressed
	"Louisiana"	"22"	"2001"	"2001"	11	4477875	Unreliable
	"Louisiana"	"22"	"2002"	"2002"	Suppressed	4497267	Suppressed
	"Louisiana"	"22"	"2003"	"2003"	Suppressed	4521042	Suppressed
	"Louisiana"	"22"	"2004"	"2004"	13	4552238	Unreliable
	"Louisiana"	"22"	"2005"	"2005"	10	4576628	Unreliable
	"Louisiana"	"22"	"2006"	"2006"	14	4302665	Unreliable
	"Louisiana"	"22"	"2007"	"2007"	22	4375581	0.5
	"Louisiana"	"22"	"2008"	"2008"	11	4435586	Unreliable
	"Louisiana"	"22"	"2009"	"2009"	19	4491648	Unreliable
	"Louisiana"	"22"	"2010"	"2010"	22	4533372	0.5
	"Louisiana"	"22"	"2011"	"2011"	20	4574836	0.4
	"Louisiana"	"22"	"2012"	"2012"	20	4601893	0.4
	"Louisiana"	"22"	"2013"	"2013"	26	4625470	0.6
	"Louisiana"	"22"	"2014"	"2014"	31	4649676	0.7
	"Louisiana"	"22"	"2015"	"2015"	40	4670724	0.9
	"Louisiana"	"22"	"2016"	"2016"	91	4681666	1.9
	"Louisiana"	"22"	"2017"	"2017"	162	4684333	3.5
	"Louisiana"	"22"	"2018"	"2018"	220	4659978	4.7
	"Louisiana"	"22"	"2019"	"2019"	331	4648794	7.1
	"Maine"	"23"	"1999"	"1999"	Suppressed	1266808	Suppressed
	"Maine"	"23"	"2000"	"2000"	Suppressed	1274923	Suppressed
	"Maine"	"23"	"2001"	"2001"	10	1285692	Unreliable
	"Maine"	"23"	"2002"	"2002"	14	1295960	Unreliable
	"Maine"	"23"	"2003"	"2003"	12	1306513	Unreliable
	"Maine"	"23"	"2004"	"2004"	Suppressed	1313688	Suppressed
	"Maine"	"23"	"2005"	"2005"	Suppressed	1318787	Suppressed
	"Maine"	"23"	"2006"	"2006"	Suppressed	1323619	Suppressed
	"Maine"	"23"	"2007"	"2007"	Suppressed	1327040	Suppressed
	"Maine"	"23"	"2008"	"2008"	16	1330509	Unreliable
	"Maine"	"23"	"2009"	"2009"	17	1329590	Unreliable
	"Maine"	"23"	"2010"	"2010"	22	1328361	1.7
	"Maine"	"23"	"2011"	"2011"	19	1328188	Unreliable
	"Maine"	"23"	"2012"	"2012"	17	1329192	Unreliable
