"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Maine"	"23"	"2008"	"2008"	Suppressed	1330509	Suppressed
	"Maine"	"23"	"2009"	"2009"	Suppressed	1329590	Suppressed
	"Maine"	"23"	"2010"	"2010"	Suppressed	1328361	Suppressed
	"Maine"	"23"	"2011"	"2011"	Suppressed	1328188	Suppressed
	"Maine"	"23"	"2012"	"2012"	13	1329192	Unreliable
	"Maine"	"23"	"2013"	"2013"	12	1328302	Unreliable
	"Maine"	"23"	"2014"	"2014"	16	1330089	Unreliable
	"Maine"	"23"	"2015"	"2015"	21	1329328	1.6
	"Maine"	"23"	"2016"	"2016"	31	1331479	2.3
	"Maine"	"23"	"2017"	"2017"	46	1335907	3.4
	"Maine"	"23"	"2018"	"2018"	42	1338404	3.1
	"Maine"	"23"	"2019"	"2019"	67	1344212	5.0
	"Maryland"	"24"	"1999"	"1999"	Suppressed	5254509	Suppressed
	"Maryland"	"24"	"2000"	"2000"	Suppressed	5296486	Suppressed
	"Maryland"	"24"	"2001"	"2001"	Suppressed	5374691	Suppressed
	"Maryland"	"24"	"2002"	"2002"	Suppressed	5440389	Suppressed
	"Maryland"	"24"	"2003"	"2003"	Suppressed	5496269	Suppressed
	"Maryland"	"24"	"2004"	"2004"	Suppressed	5546935	Suppressed
	"Maryland"	"24"	"2005"	"2005"	Suppressed	5592379	Suppressed
	"Maryland"	"24"	"2006"	"2006"	Suppressed	5627367	Suppressed
	"Maryland"	"24"	"2007"	"2007"	Suppressed	5653408	Suppressed
	"Maryland"	"24"	"2008"	"2008"	Suppressed	5684965	Suppressed
	"Maryland"	"24"	"2009"	"2009"	Suppressed	5730388	Suppressed
	"Maryland"	"24"	"2010"	"2010"	Suppressed	5773552	Suppressed
	"Maryland"	"24"	"2011"	"2011"	Suppressed	5828289	Suppressed
	"Maryland"	"24"	"2012"	"2012"	10	5884563	Unreliable
	"Maryland"	"24"	"2013"	"2013"	16	5928814	Unreliable
	"Maryland"	"24"	"2014"	"2014"	17	5976407	Unreliable
	"Maryland"	"24"	"2015"	"2015"	27	6006401	0.4
	"Maryland"	"24"	"2016"	"2016"	47	6016447	0.8
	"Maryland"	"24"	"2017"	"2017"	67	6052177	1.1
	"Maryland"	"24"	"2018"	"2018"	68	6042718	1.1
	"Maryland"	"24"	"2019"	"2019"	83	6045680	1.4
	"Massachusetts"	"25"	"1999"	"1999"	Suppressed	6317345	Suppressed
	"Massachusetts"	"25"	"2000"	"2000"	Suppressed	6349097	Suppressed
	"Massachusetts"	"25"	"2001"	"2001"	Suppressed	6397634	Suppressed
	"Massachusetts"	"25"	"2002"	"2002"	Suppressed	6417206	Suppressed
	"Massachusetts"	"25"	"2003"	"2003"	Suppressed	6422565	Suppressed
	"Massachusetts"	"25"	"2004"	"2004"	Suppressed	6412281	Suppressed
	"Massachusetts"	"25"	"2005"	"2005"	Suppressed	6403290	Suppressed
	"Massachusetts"	"25"	"2006"	"2006"	14	6410084	Unreliable
	"Massachusetts"	"25"	"2007"	"2007"	13	6431559	Unreliable
	"Massachusetts"	"25"	"2008"	"2008"	12	6468967	Unreliable
	"Massachusetts"	"25"	"2009"	"2009"	13	6517613	Unreliable
	"Massachusetts"	"25"	"2010"	"2010"	Suppressed	6547629	Suppressed
	"Massachusetts"	"25"	"2011"	"2011"	22	6587536	0.3
	"Massachusetts"	"25"	"2012"	"2012"	22	6646144	0.3
	"Massachusetts"	"25"	"2013"	"2013"	31	6692824	0.5
	"Massachusetts"	"25"	"2014"	"2014"	45	6745408	0.7
	"Massachusetts"	"25"	"2015"	"2015"	45	6794422	0.7
	"Massachusetts"	"25"	"2016"	"2016"	48	6811779	0.7
	"Massachusetts"	"25"	"2017"	"2017"	70	6859819	1.0
	"Massachusetts"	"25"	"2018"	"2018"	78	6902149	1.1
	"Massachusetts"	"25"	"2019"	"2019"	107	6892503	1.6
	"Michigan"	"26"	"1999"	"1999"	Suppressed	9897116	Suppressed
	"Michigan"	"26"	"2000"	"2000"	Suppressed	9938444	Suppressed
	"Michigan"	"26"	"2001"	"2001"	Suppressed	9991120	Suppressed
	"Michigan"	"26"	"2002"	"2002"	Suppressed	10015710	Suppressed
	"Michigan"	"26"	"2003"	"2003"	Suppressed	10041152	Suppressed
	"Michigan"	"26"	"2004"	"2004"	Suppressed	10055315	Suppressed
	"Michigan"	"26"	"2005"	"2005"	10	10051137	Unreliable
	"Michigan"	"26"	"2006"	"2006"	Suppressed	10036081	Suppressed
	"Michigan"	"26"	"2007"	"2007"	Suppressed	10001284	Suppressed
	"Michigan"	"26"	"2008"	"2008"	Suppressed	9946889	Suppressed
	"Michigan"	"26"	"2009"	"2009"	Suppressed	9901591	Suppressed
	"Michigan"	"26"	"2010"	"2010"	16	9883640	Unreliable
	"Michigan"	"26"	"2011"	"2011"	26	9876187	0.3
	"Michigan"	"26"	"2012"	"2012"	19	9883360	Unreliable
	"Michigan"	"26"	"2013"	"2013"	30	9895622	0.3
	"Michigan"	"26"	"2014"	"2014"	57	9909877	0.6
	"Michigan"	"26"	"2015"	"2015"	60	9922576	0.6
	"Michigan"	"26"	"2016"	"2016"	94	9928300	0.9
	"Michigan"	"26"	"2017"	"2017"	156	9962311	1.6
	"Michigan"	"26"	"2018"	"2018"	188	9995915	1.9
	"Michigan"	"26"	"2019"	"2019"	242	9986857	2.4
	"Minnesota"	"27"	"1999"	"1999"	Suppressed	4873481	Suppressed
	"Minnesota"	"27"	"2000"	"2000"	10	4919479	Unreliable
	"Minnesota"	"27"	"2001"	"2001"	Suppressed	4982796	Suppressed
	"Minnesota"	"27"	"2002"	"2002"	16	5018935	Unreliable
	"Minnesota"	"27"	"2003"	"2003"	18	5053572	Unreliable
	"Minnesota"	"27"	"2004"	"2004"	14	5087713	Unreliable
	"Minnesota"	"27"	"2005"	"2005"	24	5119598	0.5
	"Minnesota"	"27"	"2006"	"2006"	18	5163555	Unreliable
	"Minnesota"	"27"	"2007"	"2007"	Suppressed	5207203	Suppressed
	"Minnesota"	"27"	"2008"	"2008"	15	5247018	Unreliable
	"Minnesota"	"27"	"2009"	"2009"	14	5281203	Unreliable
	"Minnesota"	"27"	"2010"	"2010"	24	5303925	0.5
	"Minnesota"	"27"	"2011"	"2011"	36	5344861	0.7
	"Minnesota"	"27"	"2012"	"2012"	57	5379139	1.1
	"Minnesota"	"27"	"2013"	"2013"	46	5420380	0.8
	"Minnesota"	"27"	"2014"	"2014"	79	5457173	1.4
	"Minnesota"	"27"	"2015"	"2015"	95	5489594	1.7
	"Minnesota"	"27"	"2016"	"2016"	160	5519952	2.9
	"Minnesota"	"27"	"2017"	"2017"	178	5576606	3.2
	"Minnesota"	"27"	"2018"	"2018"	193	5611179	3.4
	"Minnesota"	"27"	"2019"	"2019"	265	5639632	4.7
	"Mississippi"	"28"	"1999"	"1999"	Suppressed	2828408	Suppressed
	"Mississippi"	"28"	"2000"	"2000"	Suppressed	2844658	Suppressed
	"Mississippi"	"28"	"2001"	"2001"	Suppressed	2852994	Suppressed
	"Mississippi"	"28"	"2002"	"2002"	Suppressed	2858681	Suppressed
	"Mississippi"	"28"	"2003"	"2003"	Suppressed	2868312	Suppressed
	"Mississippi"	"28"	"2004"	"2004"	Suppressed	2889010	Suppressed
	"Mississippi"	"28"	"2005"	"2005"	Suppressed	2905943	Suppressed
	"Mississippi"	"28"	"2006"	"2006"	Suppressed	2904978	Suppressed
	"Mississippi"	"28"	"2007"	"2007"	Suppressed	2928350	Suppressed
	"Mississippi"	"28"	"2008"	"2008"	Suppressed	2947806	Suppressed
	"Mississippi"	"28"	"2009"	"2009"	Suppressed	2958774	Suppressed
	"Mississippi"	"28"	"2010"	"2010"	Suppressed	2967297	Suppressed
	"Mississippi"	"28"	"2011"	"2011"	Suppressed	2978512	Suppressed
	"Mississippi"	"28"	"2012"	"2012"	Suppressed	2984926	Suppressed
	"Mississippi"	"28"	"2013"	"2013"	18	2991207	Unreliable
	"Mississippi"	"28"	"2014"	"2014"	23	2994079	0.8
	"Mississippi"	"28"	"2015"	"2015"	54	2992333	1.8
	"Mississippi"	"28"	"2016"	"2016"	63	2988726	2.1
	"Mississippi"	"28"	"2017"	"2017"	74	2984100	2.5
	"Mississippi"	"28"	"2018"	"2018"	101	2986530	3.4
	"Mississippi"	"28"	"2019"	"2019"	134	2976149	4.5
	"Missouri"	"29"	"1999"	"1999"	Suppressed	5561948	Suppressed
	"Missouri"	"29"	"2000"	"2000"	13	5595211	Unreliable
	"Missouri"	"29"	"2001"	"2001"	21	5641142	0.4
	"Missouri"	"29"	"2002"	"2002"	25	5674825	0.4
	"Missouri"	"29"	"2003"	"2003"	26	5709403	0.5
	"Missouri"	"29"	"2004"	"2004"	29	5747741	0.5
	"Missouri"	"29"	"2005"	"2005"	39	5790300	0.7
	"Missouri"	"29"	"2006"	"2006"	34	5842704	0.6
	"Missouri"	"29"	"2007"	"2007"	35	5887612	0.6
	"Missouri"	"29"	"2008"	"2008"	26	5923916	0.4
	"Missouri"	"29"	"2009"	"2009"	38	5961088	0.6
	"Missouri"	"29"	"2010"	"2010"	51	5988927	0.9
	"Missouri"	"29"	"2011"	"2011"	56	6010688	0.9
	"Missouri"	"29"	"2012"	"2012"	69	6021988	1.1
	"Missouri"	"29"	"2013"	"2013"	95	6044171	1.6
	"Missouri"	"29"	"2014"	"2014"	120	6063589	2.0
	"Missouri"	"29"	"2015"	"2015"	164	6083672	2.7
	"Missouri"	"29"	"2016"	"2016"	238	6093000	3.9
	"Missouri"	"29"	"2017"	"2017"	329	6113532	5.4
	"Missouri"	"29"	"2018"	"2018"	461	6126452	7.5
	"Missouri"	"29"	"2019"	"2019"	552	6137428	9.0
	"Montana"	"30"	"1999"	"1999"	Suppressed	897507	Suppressed
	"Montana"	"30"	"2000"	"2000"	Suppressed	902195	Suppressed
	"Montana"	"30"	"2001"	"2001"	Suppressed	906961	Suppressed
	"Montana"	"30"	"2002"	"2002"	Suppressed	911667	Suppressed
	"Montana"	"30"	"2003"	"2003"	Suppressed	919630	Suppressed
	"Montana"	"30"	"2004"	"2004"	Suppressed	930009	Suppressed
	"Montana"	"30"	"2005"	"2005"	Suppressed	940102	Suppressed
	"Montana"	"30"	"2006"	"2006"	Suppressed	952692	Suppressed
	"Montana"	"30"	"2007"	"2007"	Suppressed	964706	Suppressed
	"Montana"	"30"	"2008"	"2008"	Suppressed	976415	Suppressed
	"Montana"	"30"	"2009"	"2009"	Suppressed	983982	Suppressed
	"Montana"	"30"	"2010"	"2010"	Suppressed	989415	Suppressed
	"Montana"	"30"	"2011"	"2011"	Suppressed	998199	Suppressed
	"Montana"	"30"	"2012"	"2012"	Suppressed	1005141	Suppressed
	"Montana"	"30"	"2013"	"2013"	16	1015165	Unreliable
	"Montana"	"30"	"2014"	"2014"	Suppressed	1023579	Suppressed
	"Montana"	"30"	"2015"	"2015"	38	1032949	3.7
	"Montana"	"30"	"2016"	"2016"	26	1042520	2.5
	"Montana"	"30"	"2017"	"2017"	27	1050493	2.6
	"Montana"	"30"	"2018"	"2018"	33	1062305	3.1
	"Montana"	"30"	"2019"	"2019"	70	1068778	6.5
	"Nebraska"	"31"	"1999"	"1999"	Suppressed	1704764	Suppressed
	"Nebraska"	"31"	"2000"	"2000"	Suppressed	1711263	Suppressed
	"Nebraska"	"31"	"2001"	"2001"	Suppressed	1719836	Suppressed
	"Nebraska"	"31"	"2002"	"2002"	Suppressed	1728292	Suppressed
	"Nebraska"	"31"	"2003"	"2003"	Suppressed	1738643	Suppressed
	"Nebraska"	"31"	"2004"	"2004"	Suppressed	1749370	Suppressed
	"Nebraska"	"31"	"2005"	"2005"	Suppressed	1761497	Suppressed
	"Nebraska"	"31"	"2006"	"2006"	Suppressed	1772693	Suppressed
	"Nebraska"	"31"	"2007"	"2007"	Suppressed	1783440	Suppressed
	"Nebraska"	"31"	"2008"	"2008"	Suppressed	1796378	Suppressed
	"Nebraska"	"31"	"2009"	"2009"	10	1812683	Unreliable
	"Nebraska"	"31"	"2010"	"2010"	Suppressed	1826341	Suppressed
	"Nebraska"	"31"	"2011"	"2011"	16	1842641	Unreliable
	"Nebraska"	"31"	"2012"	"2012"	18	1855525	Unreliable
	"Nebraska"	"31"	"2013"	"2013"	14	1868516	Unreliable
	"Nebraska"	"31"	"2014"	"2014"	22	1881503	1.2
	"Nebraska"	"31"	"2015"	"2015"	36	1896190	1.9
	"Nebraska"	"31"	"2016"	"2016"	22	1907116	1.2
	"Nebraska"	"31"	"2017"	"2017"	48	1920076	2.5
	"Nebraska"	"31"	"2018"	"2018"	37	1929268	1.9
	"Nebraska"	"31"	"2019"	"2019"	55	1934408	2.8
	"Nevada"	"32"	"1999"	"1999"	28	1934718	1.4
	"Nevada"	"32"	"2000"	"2000"	32	1998257	1.6
	"Nevada"	"32"	"2001"	"2001"	36	2098399	1.7
	"Nevada"	"32"	"2002"	"2002"	72	2173791	3.3
	"Nevada"	"32"	"2003"	"2003"	70	2248850	3.1
	"Nevada"	"32"	"2004"	"2004"	98	2346222	4.2
	"Nevada"	"32"	"2005"	"2005"	89	2432143	3.7
	"Nevada"	"32"	"2006"	"2006"	89	2522658	3.5
	"Nevada"	"32"	"2007"	"2007"	69	2601072	2.7
	"Nevada"	"32"	"2008"	"2008"	67	2653630	2.5
	"Nevada"	"32"	"2009"	"2009"	85	2684665	3.2
	"Nevada"	"32"	"2010"	"2010"	121	2700551	4.5
	"Nevada"	"32"	"2011"	"2011"	141	2723322	5.2
	"Nevada"	"32"	"2012"	"2012"	125	2758931	4.5
	"Nevada"	"32"	"2013"	"2013"	175	2790136	6.3
	"Nevada"	"32"	"2014"	"2014"	173	2839099	6.1
	"Nevada"	"32"	"2015"	"2015"	239	2890845	8.3
	"Nevada"	"32"	"2016"	"2016"	281	2940058	9.6
	"Nevada"	"32"	"2017"	"2017"	319	2998039	10.6
	"Nevada"	"32"	"2018"	"2018"	374	3034392	12.3
	"Nevada"	"32"	"2019"	"2019"	374	3080156	12.1
	"New Hampshire"	"33"	"1999"	"1999"	Suppressed	1222014	Suppressed
	"New Hampshire"	"33"	"2000"	"2000"	Suppressed	1235786	Suppressed
	"New Hampshire"	"33"	"2001"	"2001"	Suppressed	1255517	Suppressed
	"New Hampshire"	"33"	"2002"	"2002"	Suppressed	1269089	Suppressed
	"New Hampshire"	"33"	"2003"	"2003"	Suppressed	1279840	Suppressed
	"New Hampshire"	"33"	"2004"	"2004"	Suppressed	1290121	Suppressed
	"New Hampshire"	"33"	"2005"	"2005"	Suppressed	1298492	Suppressed
	"New Hampshire"	"33"	"2006"	"2006"	Suppressed	1308389	Suppressed
	"New Hampshire"	"33"	"2007"	"2007"	Suppressed	1312540	Suppressed
	"New Hampshire"	"33"	"2008"	"2008"	Suppressed	1315906	Suppressed
	"New Hampshire"	"33"	"2009"	"2009"	Suppressed	1316102	Suppressed
	"New Hampshire"	"33"	"2010"	"2010"	Suppressed	1316470	Suppressed
	"New Hampshire"	"33"	"2011"	"2011"	Suppressed	1318194	Suppressed
	"New Hampshire"	"33"	"2012"	"2012"	Suppressed	1320718	Suppressed
	"New Hampshire"	"33"	"2013"	"2013"	Suppressed	1323459	Suppressed
	"New Hampshire"	"33"	"2014"	"2014"	Suppressed	1326813	Suppressed
	"New Hampshire"	"33"	"2015"	"2015"	Suppressed	1330608	Suppressed
	"New Hampshire"	"33"	"2016"	"2016"	14	1334795	Unreliable
	"New Hampshire"	"33"	"2017"	"2017"	30	1342795	2.2
	"New Hampshire"	"33"	"2018"	"2018"	36	1356458	2.7
	"New Hampshire"	"33"	"2019"	"2019"	65	1359711	4.8
	"New Jersey"	"34"	"1999"	"1999"	Suppressed	8359592	Suppressed
	"New Jersey"	"34"	"2000"	"2000"	Suppressed	8414350	Suppressed
	"New Jersey"	"34"	"2001"	"2001"	Suppressed	8492671	Suppressed
	"New Jersey"	"34"	"2002"	"2002"	Suppressed	8552643	Suppressed
	"New Jersey"	"34"	"2003"	"2003"	Suppressed	8601402	Suppressed
	"New Jersey"	"34"	"2004"	"2004"	Suppressed	8634561	Suppressed
	"New Jersey"	"34"	"2005"	"2005"	11	8651974	Unreliable
	"New Jersey"	"34"	"2006"	"2006"	Suppressed	8661679	Suppressed
	"New Jersey"	"34"	"2007"	"2007"	Suppressed	8677885	Suppressed
	"New Jersey"	"34"	"2008"	"2008"	Suppressed	8711090	Suppressed
	"New Jersey"	"34"	"2009"	"2009"	Suppressed	8755602	Suppressed
	"New Jersey"	"34"	"2010"	"2010"	Suppressed	8791894	Suppressed
	"New Jersey"	"34"	"2011"	"2011"	10	8821155	Unreliable
	"New Jersey"	"34"	"2012"	"2012"	17	8864590	Unreliable
	"New Jersey"	"34"	"2013"	"2013"	26	8899339	0.3
	"New Jersey"	"34"	"2014"	"2014"	18	8938175	Unreliable
	"New Jersey"	"34"	"2015"	"2015"	24	8958013	0.3
	"New Jersey"	"34"	"2016"	"2016"	54	8944469	0.6
	"New Jersey"	"34"	"2017"	"2017"	79	9005644	0.9
	"New Jersey"	"34"	"2018"	"2018"	151	8908520	1.7
	"New Jersey"	"34"	"2019"	"2019"	225	8882190	2.5
	"New Mexico"	"35"	"1999"	"1999"	14	1808082	Unreliable
	"New Mexico"	"35"	"2000"	"2000"	10	1819046	Unreliable
	"New Mexico"	"35"	"2001"	"2001"	10	1831690	Unreliable
	"New Mexico"	"35"	"2002"	"2002"	15	1855309	Unreliable
	"New Mexico"	"35"	"2003"	"2003"	28	1877574	1.5
	"New Mexico"	"35"	"2004"	"2004"	32	1903808	1.7
	"New Mexico"	"35"	"2005"	"2005"	43	1932274	2.2
	"New Mexico"	"35"	"2006"	"2006"	39	1962137	2.0
	"New Mexico"	"35"	"2007"	"2007"	43	1990070	2.2
	"New Mexico"	"35"	"2008"	"2008"	30	2010662	1.5
	"New Mexico"	"35"	"2009"	"2009"	36	2036802	1.8
	"New Mexico"	"35"	"2010"	"2010"	30	2059179	1.5
	"New Mexico"	"35"	"2011"	"2011"	37	2082224	1.8
	"New Mexico"	"35"	"2012"	"2012"	78	2085538	3.7
	"New Mexico"	"35"	"2013"	"2013"	99	2085287	4.7
	"New Mexico"	"35"	"2014"	"2014"	140	2085572	6.7
	"New Mexico"	"35"	"2015"	"2015"	135	2085109	6.5
	"New Mexico"	"35"	"2016"	"2016"	160	2081015	7.7
	"New Mexico"	"35"	"2017"	"2017"	179	2088070	8.6
	"New Mexico"	"35"	"2018"	"2018"	252	2095428	12.0
	"New Mexico"	"35"	"2019"	"2019"	310	2096829	14.8
	"New York"	"36"	"1999"	"1999"	12	18882725	Unreliable
	"New York"	"36"	"2000"	"2000"	Suppressed	18976457	Suppressed
	"New York"	"36"	"2001"	"2001"	Suppressed	19082838	Suppressed
	"New York"	"36"	"2002"	"2002"	15	19137800	Unreliable
	"New York"	"36"	"2003"	"2003"	11	19175939	Unreliable
	"New York"	"36"	"2004"	"2004"	Suppressed	19171567	Suppressed
	"New York"	"36"	"2005"	"2005"	Suppressed	19132610	Suppressed
	"New York"	"36"	"2006"	"2006"	28	19104631	0.1
	"New York"	"36"	"2007"	"2007"	25	19132335	0.1
	"New York"	"36"	"2008"	"2008"	25	19212436	0.1
	"New York"	"36"	"2009"	"2009"	32	19307066	0.2
	"New York"	"36"	"2010"	"2010"	35	19378102	0.2
	"New York"	"36"	"2011"	"2011"	50	19465197	0.3
	"New York"	"36"	"2012"	"2012"	56	19570261	0.3
	"New York"	"36"	"2013"	"2013"	55	19651127	0.3
	"New York"	"36"	"2014"	"2014"	92	19746227	0.5
	"New York"	"36"	"2015"	"2015"	85	19795791	0.4
	"New York"	"36"	"2016"	"2016"	156	19745289	0.8
	"New York"	"36"	"2017"	"2017"	193	19849399	1.0
	"New York"	"36"	"2018"	"2018"	193	19542209	1.0
	"New York"	"36"	"2019"	"2019"	261	19453561	1.3
	"North Carolina"	"37"	"1999"	"1999"	Suppressed	7949361	Suppressed
	"North Carolina"	"37"	"2000"	"2000"	Suppressed	8049313	Suppressed
	"North Carolina"	"37"	"2001"	"2001"	Suppressed	8210122	Suppressed
	"North Carolina"	"37"	"2002"	"2002"	11	8326201	Unreliable
	"North Carolina"	"37"	"2003"	"2003"	Suppressed	8422501	Suppressed
	"North Carolina"	"37"	"2004"	"2004"	16	8553152	Unreliable
	"North Carolina"	"37"	"2005"	"2005"	21	8705407	0.2
	"North Carolina"	"37"	"2006"	"2006"	12	8917270	Unreliable
	"North Carolina"	"37"	"2007"	"2007"	14	9118037	Unreliable
	"North Carolina"	"37"	"2008"	"2008"	10	9309449	Unreliable
	"North Carolina"	"37"	"2009"	"2009"	11	9449566	Unreliable
	"North Carolina"	"37"	"2010"	"2010"	14	9535483	Unreliable
	"North Carolina"	"37"	"2011"	"2011"	20	9656401	0.2
	"North Carolina"	"37"	"2012"	"2012"	28	9752073	0.3
	"North Carolina"	"37"	"2013"	"2013"	36	9848060	0.4
	"North Carolina"	"37"	"2014"	"2014"	35	9943964	0.4
	"North Carolina"	"37"	"2015"	"2015"	70	10042802	0.7
	"North Carolina"	"37"	"2016"	"2016"	118	10146788	1.2
	"North Carolina"	"37"	"2017"	"2017"	185	10273419	1.8
	"North Carolina"	"37"	"2018"	"2018"	280	10383620	2.7
	"North Carolina"	"37"	"2019"	"2019"	358	10488084	3.4
	"North Dakota"	"38"	"1999"	"1999"	Suppressed	644259	Suppressed
	"North Dakota"	"38"	"2000"	"2000"	Suppressed	642200	Suppressed
	"North Dakota"	"38"	"2001"	"2001"	Suppressed	639062	Suppressed
	"North Dakota"	"38"	"2002"	"2002"	Suppressed	638168	Suppressed
	"North Dakota"	"38"	"2003"	"2003"	Suppressed	638817	Suppressed
	"North Dakota"	"38"	"2004"	"2004"	Suppressed	644705	Suppressed
	"North Dakota"	"38"	"2005"	"2005"	Suppressed	646089	Suppressed
	"North Dakota"	"38"	"2006"	"2006"	Suppressed	649422	Suppressed
	"North Dakota"	"38"	"2007"	"2007"	Suppressed	652822	Suppressed
	"North Dakota"	"38"	"2008"	"2008"	Suppressed	657569	Suppressed
	"North Dakota"	"38"	"2009"	"2009"	Suppressed	664968	Suppressed
	"North Dakota"	"38"	"2010"	"2010"	Suppressed	672591	Suppressed
	"North Dakota"	"38"	"2011"	"2011"	Suppressed	683932	Suppressed
	"North Dakota"	"38"	"2012"	"2012"	Suppressed	699628	Suppressed
	"North Dakota"	"38"	"2013"	"2013"	Suppressed	723393	Suppressed
	"North Dakota"	"38"	"2014"	"2014"	Suppressed	739482	Suppressed
	"North Dakota"	"38"	"2015"	"2015"	17	756927	Unreliable
	"North Dakota"	"38"	"2016"	"2016"	17	757952	Unreliable
	"North Dakota"	"38"	"2017"	"2017"	28	755393	3.7
	"North Dakota"	"38"	"2018"	"2018"	24	760077	3.2
	"North Dakota"	"38"	"2019"	"2019"	31	762062	4.1
	"Ohio"	"39"	"1999"	"1999"	Suppressed	11335454	Suppressed
	"Ohio"	"39"	"2000"	"2000"	Suppressed	11353140	Suppressed
	"Ohio"	"39"	"2001"	"2001"	Suppressed	11387404	Suppressed
	"Ohio"	"39"	"2002"	"2002"	11	11407889	Unreliable
	"Ohio"	"39"	"2003"	"2003"	11	11434788	Unreliable
	"Ohio"	"39"	"2004"	"2004"	14	11452251	Unreliable
	"Ohio"	"39"	"2005"	"2005"	17	11463320	Unreliable
	"Ohio"	"39"	"2006"	"2006"	13	11481213	Unreliable
	"Ohio"	"39"	"2007"	"2007"	15	11500468	Unreliable
	"Ohio"	"39"	"2008"	"2008"	12	11515391	Unreliable
	"Ohio"	"39"	"2009"	"2009"	Suppressed	11528896	Suppressed
	"Ohio"	"39"	"2010"	"2010"	24	11536504	0.2
	"Ohio"	"39"	"2011"	"2011"	37	11544951	0.3
	"Ohio"	"39"	"2012"	"2012"	37	11544225	0.3
	"Ohio"	"39"	"2013"	"2013"	63	11570808	0.5
	"Ohio"	"39"	"2014"	"2014"	78	11594163	0.7
	"Ohio"	"39"	"2015"	"2015"	116	11613423	1.0
	"Ohio"	"39"	"2016"	"2016"	261	11614373	2.2
	"Ohio"	"39"	"2017"	"2017"	581	11658609	5.0
	"Ohio"	"39"	"2018"	"2018"	635	11689442	5.4
	"Ohio"	"39"	"2019"	"2019"	897	11689100	7.7
	"Oklahoma"	"40"	"1999"	"1999"	21	3437147	0.6
	"Oklahoma"	"40"	"2000"	"2000"	36	3450654	1.0
	"Oklahoma"	"40"	"2001"	"2001"	30	3467100	0.9
	"Oklahoma"	"40"	"2002"	"2002"	31	3489080	0.9
	"Oklahoma"	"40"	"2003"	"2003"	58	3504892	1.7
	"Oklahoma"	"40"	"2004"	"2004"	63	3525233	1.8
	"Oklahoma"	"40"	"2005"	"2005"	77	3548597	2.2
	"Oklahoma"	"40"	"2006"	"2006"	44	3594090	1.2
	"Oklahoma"	"40"	"2007"	"2007"	46	3634349	1.3
	"Oklahoma"	"40"	"2008"	"2008"	28	3668976	0.8
	"Oklahoma"	"40"	"2009"	"2009"	79	3717572	2.1
	"Oklahoma"	"40"	"2010"	"2010"	103	3751351	2.7
	"Oklahoma"	"40"	"2011"	"2011"	93	3791508	2.5
	"Oklahoma"	"40"	"2012"	"2012"	127	3814820	3.3
	"Oklahoma"	"40"	"2013"	"2013"	166	3850568	4.3
	"Oklahoma"	"40"	"2014"	"2014"	184	3878051	4.7
	"Oklahoma"	"40"	"2015"	"2015"	267	3911338	6.8
	"Oklahoma"	"40"	"2016"	"2016"	323	3923561	8.2
	"Oklahoma"	"40"	"2017"	"2017"	341	3930864	8.7
	"Oklahoma"	"40"	"2018"	"2018"	399	3943079	10.1
	"Oklahoma"	"40"	"2019"	"2019"	410	3956971	10.4
	"Oregon"	"41"	"1999"	"1999"	16	3393941	Unreliable
	"Oregon"	"41"	"2000"	"2000"	22	3421399	0.6
	"Oregon"	"41"	"2001"	"2001"	26	3467937	0.7
	"Oregon"	"41"	"2002"	"2002"	35	3513424	1.0
	"Oregon"	"41"	"2003"	"2003"	27	3547376	0.8
	"Oregon"	"41"	"2004"	"2004"	40	3569463	1.1
	"Oregon"	"41"	"2005"	"2005"	50	3613202	1.4
	"Oregon"	"41"	"2006"	"2006"	29	3670883	0.8
	"Oregon"	"41"	"2007"	"2007"	22	3722417	0.6
	"Oregon"	"41"	"2008"	"2008"	34	3768748	0.9
	"Oregon"	"41"	"2009"	"2009"	42	3808600	1.1
	"Oregon"	"41"	"2010"	"2010"	42	3831074	1.1
	"Oregon"	"41"	"2011"	"2011"	70	3871859	1.8
	"Oregon"	"41"	"2012"	"2012"	68	3899353	1.7
	"Oregon"	"41"	"2013"	"2013"	90	3930065	2.3
	"Oregon"	"41"	"2014"	"2014"	133	3970239	3.3
	"Oregon"	"41"	"2015"	"2015"	144	4028977	3.6
	"Oregon"	"41"	"2016"	"2016"	166	4093465	4.1
	"Oregon"	"41"	"2017"	"2017"	178	4142776	4.3
	"Oregon"	"41"	"2018"	"2018"	241	4190713	5.8
	"Oregon"	"41"	"2019"	"2019"	305	4217737	7.2
	"Pennsylvania"	"42"	"1999"	"1999"	Suppressed	12263805	Suppressed
	"Pennsylvania"	"42"	"2000"	"2000"	Suppressed	12281054	Suppressed
	"Pennsylvania"	"42"	"2001"	"2001"	Suppressed	12298970	Suppressed
	"Pennsylvania"	"42"	"2002"	"2002"	Suppressed	12331031	Suppressed
	"Pennsylvania"	"42"	"2003"	"2003"	Suppressed	12374658	Suppressed
	"Pennsylvania"	"42"	"2004"	"2004"	12	12410722	Unreliable
	"Pennsylvania"	"42"	"2005"	"2005"	10	12449990	Unreliable
	"Pennsylvania"	"42"	"2006"	"2006"	Suppressed	12510809	Suppressed
	"Pennsylvania"	"42"	"2007"	"2007"	Suppressed	12563937	Suppressed
