"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Illinois"	"17"	"2019"	"2019"	442	12671821	3.5
	"Indiana"	"18"	"1999"	"1999"	18	6044969	Unreliable
	"Indiana"	"18"	"2000"	"2000"	17	6080485	Unreliable
	"Indiana"	"18"	"2001"	"2001"	35	6127760	0.6
	"Indiana"	"18"	"2002"	"2002"	32	6155967	0.5
	"Indiana"	"18"	"2003"	"2003"	44	6196638	0.7
	"Indiana"	"18"	"2004"	"2004"	53	6233007	0.9
	"Indiana"	"18"	"2005"	"2005"	62	6278616	1.0
	"Indiana"	"18"	"2006"	"2006"	51	6332669	0.8
	"Indiana"	"18"	"2007"	"2007"	86	6379599	1.3
	"Indiana"	"18"	"2008"	"2008"	116	6424806	1.8
	"Indiana"	"18"	"2009"	"2009"	157	6459325	2.4
	"Indiana"	"18"	"2010"	"2010"	146	6483802	2.3
	"Indiana"	"18"	"2011"	"2011"	185	6516922	2.8
	"Indiana"	"18"	"2012"	"2012"	146	6537334	2.2
	"Indiana"	"18"	"2013"	"2013"	122	6570902	1.9
	"Indiana"	"18"	"2014"	"2014"	162	6596855	2.5
	"Indiana"	"18"	"2015"	"2015"	163	6619680	2.5
	"Indiana"	"18"	"2016"	"2016"	247	6633053	3.7
	"Indiana"	"18"	"2017"	"2017"	403	6666818	6.0
	"Indiana"	"18"	"2018"	"2018"	343	6691878	5.1
	"Indiana"	"18"	"2019"	"2019"	366	6732219	5.4
	"Iowa"	"19"	"1999"	"1999"	Suppressed	2917634	Suppressed
	"Iowa"	"19"	"2000"	"2000"	Suppressed	2926324	Suppressed
	"Iowa"	"19"	"2001"	"2001"	15	2931997	Unreliable
	"Iowa"	"19"	"2002"	"2002"	20	2934234	0.7
	"Iowa"	"19"	"2003"	"2003"	18	2941999	Unreliable
	"Iowa"	"19"	"2004"	"2004"	36	2953635	1.2
	"Iowa"	"19"	"2005"	"2005"	38	2964454	1.3
	"Iowa"	"19"	"2006"	"2006"	54	2982644	1.8
	"Iowa"	"19"	"2007"	"2007"	56	2999212	1.9
	"Iowa"	"19"	"2008"	"2008"	85	3016734	2.8
	"Iowa"	"19"	"2009"	"2009"	86	3032870	2.8
	"Iowa"	"19"	"2010"	"2010"	84	3046355	2.8
	"Iowa"	"19"	"2011"	"2011"	95	3062309	3.1
	"Iowa"	"19"	"2012"	"2012"	109	3074186	3.5
	"Iowa"	"19"	"2013"	"2013"	110	3090416	3.6
	"Iowa"	"19"	"2014"	"2014"	89	3107126	2.9
	"Iowa"	"19"	"2015"	"2015"	81	3123899	2.6
	"Iowa"	"19"	"2016"	"2016"	87	3134693	2.8
	"Iowa"	"19"	"2017"	"2017"	98	3145711	3.1
	"Iowa"	"19"	"2018"	"2018"	59	3156145	1.9
	"Iowa"	"19"	"2019"	"2019"	62	3155070	2.0
	"Kansas"	"20"	"1999"	"1999"	10	2678338	Unreliable
	"Kansas"	"20"	"2000"	"2000"	10	2688418	Unreliable
	"Kansas"	"20"	"2001"	"2001"	22	2702162	0.8
	"Kansas"	"20"	"2002"	"2002"	45	2713535	1.7
	"Kansas"	"20"	"2003"	"2003"	41	2723004	1.5
	"Kansas"	"20"	"2004"	"2004"	60	2734373	2.2
	"Kansas"	"20"	"2005"	"2005"	55	2745299	2.0
	"Kansas"	"20"	"2006"	"2006"	65	2762931	2.4
	"Kansas"	"20"	"2007"	"2007"	63	2783785	2.3
	"Kansas"	"20"	"2008"	"2008"	53	2808076	1.9
	"Kansas"	"20"	"2009"	"2009"	68	2832704	2.4
	"Kansas"	"20"	"2010"	"2010"	56	2853118	2.0
	"Kansas"	"20"	"2011"	"2011"	81	2871238	2.8
	"Kansas"	"20"	"2012"	"2012"	98	2885905	3.4
	"Kansas"	"20"	"2013"	"2013"	96	2893957	3.3
	"Kansas"	"20"	"2014"	"2014"	100	2904021	3.4
	"Kansas"	"20"	"2015"	"2015"	87	2911641	3.0
	"Kansas"	"20"	"2016"	"2016"	95	2907289	3.3
	"Kansas"	"20"	"2017"	"2017"	84	2913123	2.9
	"Kansas"	"20"	"2018"	"2018"	82	2911505	2.8
	"Kansas"	"20"	"2019"	"2019"	80	2913314	2.7
	"Kentucky"	"21"	"1999"	"1999"	38	4018053	0.9
	"Kentucky"	"21"	"2000"	"2000"	52	4041769	1.3
	"Kentucky"	"21"	"2001"	"2001"	90	4068132	2.2
	"Kentucky"	"21"	"2002"	"2002"	86	4089875	2.1
	"Kentucky"	"21"	"2003"	"2003"	98	4117170	2.4
	"Kentucky"	"21"	"2004"	"2004"	97	4146101	2.3
	"Kentucky"	"21"	"2005"	"2005"	136	4182742	3.3
	"Kentucky"	"21"	"2006"	"2006"	175	4219239	4.1
	"Kentucky"	"21"	"2007"	"2007"	194	4256672	4.6
	"Kentucky"	"21"	"2008"	"2008"	236	4289878	5.5
	"Kentucky"	"21"	"2009"	"2009"	306	4317074	7.1
	"Kentucky"	"21"	"2010"	"2010"	467	4339367	10.8
	"Kentucky"	"21"	"2011"	"2011"	501	4369356	11.5
	"Kentucky"	"21"	"2012"	"2012"	420	4380415	9.6
	"Kentucky"	"21"	"2013"	"2013"	362	4395295	8.2
	"Kentucky"	"21"	"2014"	"2014"	368	4413457	8.3
	"Kentucky"	"21"	"2015"	"2015"	398	4425092	9.0
	"Kentucky"	"21"	"2016"	"2016"	418	4436974	9.4
	"Kentucky"	"21"	"2017"	"2017"	410	4454189	9.2
	"Kentucky"	"21"	"2018"	"2018"	303	4468402	6.8
	"Kentucky"	"21"	"2019"	"2019"	334	4467673	7.5
	"Louisiana"	"22"	"1999"	"1999"	10	4460811	Unreliable
	"Louisiana"	"22"	"2000"	"2000"	24	4468976	0.5
	"Louisiana"	"22"	"2001"	"2001"	46	4477875	1.0
	"Louisiana"	"22"	"2002"	"2002"	44	4497267	1.0
	"Louisiana"	"22"	"2003"	"2003"	56	4521042	1.2
	"Louisiana"	"22"	"2004"	"2004"	61	4552238	1.3
	"Louisiana"	"22"	"2005"	"2005"	60	4576628	1.3
	"Louisiana"	"22"	"2006"	"2006"	66	4302665	1.5
	"Louisiana"	"22"	"2007"	"2007"	93	4375581	2.1
	"Louisiana"	"22"	"2008"	"2008"	62	4435586	1.4
	"Louisiana"	"22"	"2009"	"2009"	62	4491648	1.4
	"Louisiana"	"22"	"2010"	"2010"	71	4533372	1.6
	"Louisiana"	"22"	"2011"	"2011"	60	4574836	1.3
	"Louisiana"	"22"	"2012"	"2012"	80	4601893	1.7
	"Louisiana"	"22"	"2013"	"2013"	89	4625470	1.9
	"Louisiana"	"22"	"2014"	"2014"	94	4649676	2.0
	"Louisiana"	"22"	"2015"	"2015"	111	4670724	2.4
	"Louisiana"	"22"	"2016"	"2016"	118	4681666	2.5
	"Louisiana"	"22"	"2017"	"2017"	170	4684333	3.6
	"Louisiana"	"22"	"2018"	"2018"	145	4659978	3.1
	"Louisiana"	"22"	"2019"	"2019"	186	4648794	4.0
	"Maine"	"23"	"1999"	"1999"	11	1266808	Unreliable
	"Maine"	"23"	"2000"	"2000"	10	1274923	Unreliable
	"Maine"	"23"	"2001"	"2001"	21	1285692	1.6
	"Maine"	"23"	"2002"	"2002"	26	1295960	2.0
	"Maine"	"23"	"2003"	"2003"	31	1306513	2.4
	"Maine"	"23"	"2004"	"2004"	31	1313688	2.4
	"Maine"	"23"	"2005"	"2005"	41	1318787	3.1
	"Maine"	"23"	"2006"	"2006"	42	1323619	3.2
	"Maine"	"23"	"2007"	"2007"	56	1327040	4.2
	"Maine"	"23"	"2008"	"2008"	46	1330509	3.5
	"Maine"	"23"	"2009"	"2009"	76	1329590	5.7
	"Maine"	"23"	"2010"	"2010"	52	1328361	3.9
	"Maine"	"23"	"2011"	"2011"	48	1328188	3.6
	"Maine"	"23"	"2012"	"2012"	65	1329192	4.9
	"Maine"	"23"	"2013"	"2013"	68	1328302	5.1
	"Maine"	"23"	"2014"	"2014"	83	1330089	6.2
	"Maine"	"23"	"2015"	"2015"	108	1329328	8.1
	"Maine"	"23"	"2016"	"2016"	133	1331479	10.0
	"Maine"	"23"	"2017"	"2017"	75	1335907	5.6
	"Maine"	"23"	"2018"	"2018"	57	1338404	4.3
	"Maine"	"23"	"2019"	"2019"	50	1344212	3.7
	"Maryland"	"24"	"1999"	"1999"	Suppressed	5254509	Suppressed
	"Maryland"	"24"	"2000"	"2000"	20	5296486	0.4
	"Maryland"	"24"	"2001"	"2001"	24	5374691	0.4
	"Maryland"	"24"	"2002"	"2002"	28	5440389	0.5
	"Maryland"	"24"	"2003"	"2003"	26	5496269	0.5
	"Maryland"	"24"	"2004"	"2004"	78	5546935	1.4
	"Maryland"	"24"	"2005"	"2005"	91	5592379	1.6
	"Maryland"	"24"	"2006"	"2006"	117	5627367	2.1
