"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Georgia"	"13"	"2008"	"2008"	417	9504843	4.4
	"Georgia"	"13"	"2009"	"2009"	504	9620846	5.2
	"Georgia"	"13"	"2010"	"2010"	550	9687653	5.7
	"Georgia"	"13"	"2011"	"2011"	549	9815210	5.6
	"Georgia"	"13"	"2012"	"2012"	551	9919945	5.6
	"Georgia"	"13"	"2013"	"2013"	539	9992167	5.4
	"Georgia"	"13"	"2014"	"2014"	724	10097343	7.2
	"Georgia"	"13"	"2015"	"2015"	877	10214860	8.6
	"Georgia"	"13"	"2016"	"2016"	944	10310371	9.2
	"Georgia"	"13"	"2017"	"2017"	1056	10429379	10.1
	"Georgia"	"13"	"2018"	"2018"	904	10519475	8.6
	"Georgia"	"13"	"2019"	"2019"	902	10617423	8.5
	"Hawaii"	"15"	"1999"	"1999"	34	1210300	2.8
	"Hawaii"	"15"	"2000"	"2000"	31	1211537	2.6
	"Hawaii"	"15"	"2001"	"2001"	39	1225948	3.2
	"Hawaii"	"15"	"2002"	"2002"	48	1239613	3.9
	"Hawaii"	"15"	"2003"	"2003"	47	1251154	3.8
	"Hawaii"	"15"	"2004"	"2004"	64	1273569	5.0
	"Hawaii"	"15"	"2005"	"2005"	75	1292729	5.8
	"Hawaii"	"15"	"2006"	"2006"	67	1309731	5.1
	"Hawaii"	"15"	"2007"	"2007"	82	1315675	6.2
	"Hawaii"	"15"	"2008"	"2008"	58	1332213	4.4
	"Hawaii"	"15"	"2009"	"2009"	59	1346717	4.4
	"Hawaii"	"15"	"2010"	"2010"	77	1360301	5.7
	"Hawaii"	"15"	"2011"	"2011"	78	1374810	5.7
	"Hawaii"	"15"	"2012"	"2012"	64	1392313	4.6
	"Hawaii"	"15"	"2013"	"2013"	70	1404054	5.0
	"Hawaii"	"15"	"2014"	"2014"	62	1419561	4.4
	"Hawaii"	"15"	"2015"	"2015"	65	1431603	4.5
	"Hawaii"	"15"	"2016"	"2016"	82	1428557	5.7
	"Hawaii"	"15"	"2017"	"2017"	55	1427538	3.9
	"Hawaii"	"15"	"2018"	"2018"	61	1420491	4.3
	"Hawaii"	"15"	"2019"	"2019"	56	1415872	4.0
	"Idaho"	"16"	"1999"	"1999"	32	1275674	2.5
	"Idaho"	"16"	"2000"	"2000"	29	1293953	2.2
	"Idaho"	"16"	"2001"	"2001"	51	1319962	3.9
	"Idaho"	"16"	"2002"	"2002"	45	1340372	3.4
	"Idaho"	"16"	"2003"	"2003"	55	1363380	4.0
	"Idaho"	"16"	"2004"	"2004"	48	1391802	3.4
	"Idaho"	"16"	"2005"	"2005"	52	1428241	3.6
	"Idaho"	"16"	"2006"	"2006"	71	1468669	4.8
	"Idaho"	"16"	"2007"	"2007"	64	1505105	4.3
	"Idaho"	"16"	"2008"	"2008"	75	1534320	4.9
	"Idaho"	"16"	"2009"	"2009"	66	1554439	4.2
	"Idaho"	"16"	"2010"	"2010"	81	1567582	5.2
	"Idaho"	"16"	"2011"	"2011"	80	1584985	5.0
	"Idaho"	"16"	"2012"	"2012"	61	1595728	3.8
	"Idaho"	"16"	"2013"	"2013"	81	1612136	5.0
	"Idaho"	"16"	"2014"	"2014"	80	1634464	4.9
	"Idaho"	"16"	"2015"	"2015"	91	1654930	5.5
	"Idaho"	"16"	"2016"	"2016"	122	1683140	7.2
	"Idaho"	"16"	"2017"	"2017"	108	1716943	6.3
	"Idaho"	"16"	"2018"	"2018"	126	1754208	7.2
	"Idaho"	"16"	"2019"	"2019"	142	1787065	7.9
	"Illinois"	"17"	"1999"	"1999"	544	12359020	4.4
	"Illinois"	"17"	"2000"	"2000"	629	12419293	5.1
	"Illinois"	"17"	"2001"	"2001"	583	12488445	4.7
	"Illinois"	"17"	"2002"	"2002"	612	12525556	4.9
	"Illinois"	"17"	"2003"	"2003"	504	12556006	4.0
	"Illinois"	"17"	"2004"	"2004"	575	12589773	4.6
	"Illinois"	"17"	"2005"	"2005"	647	12609903	5.1
	"Illinois"	"17"	"2006"	"2006"	929	12643955	7.3
	"Illinois"	"17"	"2007"	"2007"	739	12695866	5.8
	"Illinois"	"17"	"2008"	"2008"	895	12747038	7.0
	"Illinois"	"17"	"2009"	"2009"	933	12796778	7.3
	"Illinois"	"17"	"2010"	"2010"	921	12830632	7.2
	"Illinois"	"17"	"2011"	"2011"	955	12869257	7.4
	"Illinois"	"17"	"2012"	"2012"	1204	12875255	9.4
	"Illinois"	"17"	"2013"	"2013"	1139	12882135	8.8
	"Illinois"	"17"	"2014"	"2014"	1263	12880580	9.8
	"Illinois"	"17"	"2015"	"2015"	1440	12859995	11.2
	"Illinois"	"17"	"2016"	"2016"	2013	12801539	15.7
	"Illinois"	"17"	"2017"	"2017"	2252	12802023	17.6
	"Illinois"	"17"	"2018"	"2018"	2215	12741080	17.4
	"Illinois"	"17"	"2019"	"2019"	2281	12671821	18.0
	"Indiana"	"18"	"1999"	"1999"	49	6044969	0.8
	"Indiana"	"18"	"2000"	"2000"	47	6080485	0.8
	"Indiana"	"18"	"2001"	"2001"	79	6127760	1.3
	"Indiana"	"18"	"2002"	"2002"	74	6155967	1.2
	"Indiana"	"18"	"2003"	"2003"	140	6196638	2.3
	"Indiana"	"18"	"2004"	"2004"	150	6233007	2.4
	"Indiana"	"18"	"2005"	"2005"	169	6278616	2.7
	"Indiana"	"18"	"2006"	"2006"	188	6332669	3.0
	"Indiana"	"18"	"2007"	"2007"	251	6379599	3.9
	"Indiana"	"18"	"2008"	"2008"	324	6424806	5.0
	"Indiana"	"18"	"2009"	"2009"	339	6459325	5.2
	"Indiana"	"18"	"2010"	"2010"	300	6483802	4.6
	"Indiana"	"18"	"2011"	"2011"	375	6516922	5.8
	"Indiana"	"18"	"2012"	"2012"	397	6537334	6.1
	"Indiana"	"18"	"2013"	"2013"	387	6570902	5.9
	"Indiana"	"18"	"2014"	"2014"	489	6596855	7.4
	"Indiana"	"18"	"2015"	"2015"	564	6619680	8.5
	"Indiana"	"18"	"2016"	"2016"	828	6633053	12.5
	"Indiana"	"18"	"2017"	"2017"	1211	6666818	18.2
	"Indiana"	"18"	"2018"	"2018"	1142	6691878	17.1
	"Indiana"	"18"	"2019"	"2019"	1296	6732219	19.3
	"Iowa"	"19"	"1999"	"1999"	15	2917634	Unreliable
	"Iowa"	"19"	"2000"	"2000"	19	2926324	Unreliable
	"Iowa"	"19"	"2001"	"2001"	29	2931997	1.0
	"Iowa"	"19"	"2002"	"2002"	41	2934234	1.4
	"Iowa"	"19"	"2003"	"2003"	43	2941999	1.5
	"Iowa"	"19"	"2004"	"2004"	65	2953635	2.2
	"Iowa"	"19"	"2005"	"2005"	74	2964454	2.5
	"Iowa"	"19"	"2006"	"2006"	101	2982644	3.4
	"Iowa"	"19"	"2007"	"2007"	112	2999212	3.7
	"Iowa"	"19"	"2008"	"2008"	138	3016734	4.6
	"Iowa"	"19"	"2009"	"2009"	148	3032870	4.9
	"Iowa"	"19"	"2010"	"2010"	163	3046355	5.4
	"Iowa"	"19"	"2011"	"2011"	183	3062309	6.0
	"Iowa"	"19"	"2012"	"2012"	185	3074186	6.0
	"Iowa"	"19"	"2013"	"2013"	190	3090416	6.1
	"Iowa"	"19"	"2014"	"2014"	170	3107126	5.5
	"Iowa"	"19"	"2015"	"2015"	183	3123899	5.9
	"Iowa"	"19"	"2016"	"2016"	195	3134693	6.2
	"Iowa"	"19"	"2017"	"2017"	214	3145711	6.8
	"Iowa"	"19"	"2018"	"2018"	151	3156145	4.8
	"Iowa"	"19"	"2019"	"2019"	174	3155070	5.5
	"Kansas"	"20"	"1999"	"1999"	26	2678338	1.0
	"Kansas"	"20"	"2000"	"2000"	23	2688418	0.9
	"Kansas"	"20"	"2001"	"2001"	47	2702162	1.7
	"Kansas"	"20"	"2002"	"2002"	87	2713535	3.2
	"Kansas"	"20"	"2003"	"2003"	78	2723004	2.9
	"Kansas"	"20"	"2004"	"2004"	118	2734373	4.3
	"Kansas"	"20"	"2005"	"2005"	112	2745299	4.1
	"Kansas"	"20"	"2006"	"2006"	127	2762931	4.6
	"Kansas"	"20"	"2007"	"2007"	128	2783785	4.6
	"Kansas"	"20"	"2008"	"2008"	103	2808076	3.7
	"Kansas"	"20"	"2009"	"2009"	160	2832704	5.6
	"Kansas"	"20"	"2010"	"2010"	111	2853118	3.9
	"Kansas"	"20"	"2011"	"2011"	131	2871238	4.6
	"Kansas"	"20"	"2012"	"2012"	184	2885905	6.4
	"Kansas"	"20"	"2013"	"2013"	171	2893957	5.9
	"Kansas"	"20"	"2014"	"2014"	188	2904021	6.5
	"Kansas"	"20"	"2015"	"2015"	167	2911641	5.7
	"Kansas"	"20"	"2016"	"2016"	164	2907289	5.6
	"Kansas"	"20"	"2017"	"2017"	159	2913123	5.5
	"Kansas"	"20"	"2018"	"2018"	168	2911505	5.8
	"Kansas"	"20"	"2019"	"2019"	199	2913314	6.8
	"Kentucky"	"21"	"1999"	"1999"	56	4018053	1.4
	"Kentucky"	"21"	"2000"	"2000"	94	4041769	2.3
	"Kentucky"	"21"	"2001"	"2001"	149	4068132	3.7
	"Kentucky"	"21"	"2002"	"2002"	185	4089875	4.5
	"Kentucky"	"21"	"2003"	"2003"	242	4117170	5.9
	"Kentucky"	"21"	"2004"	"2004"	237	4146101	5.7
	"Kentucky"	"21"	"2005"	"2005"	294	4182742	7.0
	"Kentucky"	"21"	"2006"	"2006"	343	4219239	8.1
	"Kentucky"	"21"	"2007"	"2007"	356	4256672	8.4
	"Kentucky"	"21"	"2008"	"2008"	377	4289878	8.8
	"Kentucky"	"21"	"2009"	"2009"	455	4317074	10.5
	"Kentucky"	"21"	"2010"	"2010"	624	4339367	14.4
	"Kentucky"	"21"	"2011"	"2011"	707	4369356	16.2
	"Kentucky"	"21"	"2012"	"2012"	713	4380415	16.3
	"Kentucky"	"21"	"2013"	"2013"	689	4395295	15.7
	"Kentucky"	"21"	"2014"	"2014"	762	4413457	17.3
	"Kentucky"	"21"	"2015"	"2015"	911	4425092	20.6
	"Kentucky"	"21"	"2016"	"2016"	1012	4436974	22.8
	"Kentucky"	"21"	"2017"	"2017"	1190	4454189	26.7
	"Kentucky"	"21"	"2018"	"2018"	1012	4468402	22.6
	"Kentucky"	"21"	"2019"	"2019"	1063	4467673	23.8
	"Louisiana"	"22"	"1999"	"1999"	30	4460811	0.7
	"Louisiana"	"22"	"2000"	"2000"	53	4468976	1.2
	"Louisiana"	"22"	"2001"	"2001"	87	4477875	1.9
	"Louisiana"	"22"	"2002"	"2002"	105	4497267	2.3
	"Louisiana"	"22"	"2003"	"2003"	131	4521042	2.9
	"Louisiana"	"22"	"2004"	"2004"	158	4552238	3.5
	"Louisiana"	"22"	"2005"	"2005"	185	4576628	4.0
	"Louisiana"	"22"	"2006"	"2006"	203	4302665	4.7
	"Louisiana"	"22"	"2007"	"2007"	228	4375581	5.2
	"Louisiana"	"22"	"2008"	"2008"	141	4435586	3.2
	"Louisiana"	"22"	"2009"	"2009"	131	4491648	2.9
	"Louisiana"	"22"	"2010"	"2010"	130	4533372	2.9
	"Louisiana"	"22"	"2011"	"2011"	121	4574836	2.6
	"Louisiana"	"22"	"2012"	"2012"	180	4601893	3.9
	"Louisiana"	"22"	"2013"	"2013"	270	4625470	5.8
	"Louisiana"	"22"	"2014"	"2014"	266	4649676	5.7
	"Louisiana"	"22"	"2015"	"2015"	296	4670724	6.3
	"Louisiana"	"22"	"2016"	"2016"	359	4681666	7.7
	"Louisiana"	"22"	"2017"	"2017"	437	4684333	9.3
	"Louisiana"	"22"	"2018"	"2018"	465	4659978	10.0
	"Louisiana"	"22"	"2019"	"2019"	581	4648794	12.5
	"Maine"	"23"	"1999"	"1999"	32	1266808	2.5
	"Maine"	"23"	"2000"	"2000"	42	1274923	3.3
	"Maine"	"23"	"2001"	"2001"	61	1285692	4.7
	"Maine"	"23"	"2002"	"2002"	100	1295960	7.7
	"Maine"	"23"	"2003"	"2003"	92	1306513	7.0
	"Maine"	"23"	"2004"	"2004"	105	1313688	8.0
	"Maine"	"23"	"2005"	"2005"	124	1318787	9.4
	"Maine"	"23"	"2006"	"2006"	97	1323619	7.3
	"Maine"	"23"	"2007"	"2007"	108	1327040	8.1
	"Maine"	"23"	"2008"	"2008"	108	1330509	8.1
	"Maine"	"23"	"2009"	"2009"	119	1329590	9.0
	"Maine"	"23"	"2010"	"2010"	91	1328361	6.9
	"Maine"	"23"	"2011"	"2011"	95	1328188	7.2
	"Maine"	"23"	"2012"	"2012"	107	1329192	8.1
	"Maine"	"23"	"2013"	"2013"	134	1328302	10.1
	"Maine"	"23"	"2014"	"2014"	174	1330089	13.1
	"Maine"	"23"	"2015"	"2015"	246	1329328	18.5
	"Maine"	"23"	"2016"	"2016"	306	1331479	23.0
	"Maine"	"23"	"2017"	"2017"	364	1335907	27.2
	"Maine"	"23"	"2018"	"2018"	287	1338404	21.4
	"Maine"	"23"	"2019"	"2019"	325	1344212	24.2
	"Maryland"	"24"	"1999"	"1999"	503	5254509	9.6
	"Maryland"	"24"	"2000"	"2000"	497	5296486	9.4
	"Maryland"	"24"	"2001"	"2001"	500	5374691	9.3
	"Maryland"	"24"	"2002"	"2002"	562	5440389	10.3
	"Maryland"	"24"	"2003"	"2003"	568	5496269	10.3
	"Maryland"	"24"	"2004"	"2004"	493	5546935	8.9
	"Maryland"	"24"	"2005"	"2005"	507	5592379	9.1
	"Maryland"	"24"	"2006"	"2006"	584	5627367	10.4
	"Maryland"	"24"	"2007"	"2007"	620	5653408	11.0
	"Maryland"	"24"	"2008"	"2008"	533	5684965	9.4
	"Maryland"	"24"	"2009"	"2009"	594	5730388	10.4
	"Maryland"	"24"	"2010"	"2010"	522	5773552	9.0
	"Maryland"	"24"	"2011"	"2011"	562	5828289	9.6
